story_id,source_url,canonical_url,story_family_key,story_family_count,is_duplicate_url,source_batch,active_flag,published_at,headline_raw,headline,headline_word_count,editorial_team_list,source_tags_raw,source_tags_clean,analysis_basis,analysis_confidence,primary_entity,entity_type,entity_role,secondary_entities,topic_cluster,topic_cluster_label,main_point_of_interest,topic_subject,framing,angle,content_type,tone,framing_scope_flag,hook_type,reader_promise,narrative_device,stakes,specificity_level,evidence_type,audience_fit,replicable_elements,trend_anchor,trend_query_terms,trend_exclusion_notes,trend_fit_score,search_use_case
262,https://www.businessinsider.com/claustrophobia-travel-writer-overcome-deal-with-plane-2023-9,https://www.businessinsider.com/claustrophobia-travel-writer-overcome-deal-with-plane-2023-9,https://www.businessinsider.com/claustrophobia-travel-writer-overcome-deal-with-plane-2023-9,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-09-05,I have claustrophobia — and I'm a travel writer. Here's how I overcome it to handle spending so much time on planes.,I have claustrophobia — and I'm a travel writer. Here's how I overcome it to handle spending so much time on planes.,21,Health and Parenting Freelance,Travel|Claustrophobia|Health freelancer|Essay|Health|Planes,Travel|Claustrophobia|Health freelancer|Essay|Health|Planes,headline + source tags,high,Travel,topic,,,travel_and_transportation,travel and transportation,Travel disruption,Travel disruption and traveler experience,travel-disruption framing,Make the disruption legible as a trip or transport problem.,News / report,"Surprised, concrete, traveler-focused","Broad, especially strong in travel and transportation coverage",travel disruption,How the disruption changes the trip or travel experience.,disruption,"The stake is whether the disruption changes the trip, schedule, or traveler experience.",Specific,reporting,travelers and commuters,Make the disruption concrete and traveler-specific.,travel disruption and trip reliability,flight|airport|airline|cruise|trip|travel,,65,"Use when the query is about flights, airports, disruptions, cruise behavior, or transport problems. Anchor: travel disruption and trip reliability."
263,https://www.businessinsider.com/chesapeake-bay-bridge-tunnel-construction-2017-6,https://www.businessinsider.com/chesapeake-bay-bridge-tunnel-construction-2017-6,https://www.businessinsider.com/chesapeake-bay-bridge-tunnel-construction-2017-6,1,no,evergreen stories pull 2026-06-09T1228,yes,2017-06-19,This mesmerizing bridge that transforms into a tunnel is an 'engineering wonder',This mesmerizing bridge that transforms into a tunnel is an 'engineering wonder',12,,Transportation|Infrastructure|BI Innovation,Transportation|Infrastructure|BI Innovation,headline + source tags,medium,Transportation,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
264,https://www.businessinsider.com/tiny-japanese-kei-trucks-winning-fans-america-2023-6,https://www.businessinsider.com/tiny-japanese-kei-trucks-winning-fans-america-2023-6,https://www.businessinsider.com/tiny-japanese-kei-trucks-winning-fans-america-2023-6,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-06-18,"These tiny Japanese pickup trucks that cost about $5,000 are winning fans in America","These tiny Japanese pickup trucks that cost about $5,000 are winning fans in America",15,Tech News and Trending Biz,Transportation|Cars|Pickup Trucks|Truck|Minivan|Automotive|automotives|Pickup truck|EV|Weekend BI UK Feature|Pickup|pickups,Transportation|Cars|Pickup Trucks|Truck|Minivan|Automotive|automotives|Pickup truck|EV|Weekend BI UK Feature|Pickup|pickups,headline + source tags,high,Transportation,topic,,,electric_vehicles_and_transport,electric vehicles and transport,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in EV and transport coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,EV and transport readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
265,https://www.businessinsider.com/instagram-photos-extreme-bloating-fodmap-diet-2017-12,https://www.businessinsider.com/instagram-photos-extreme-bloating-fodmap-diet-2017-12,https://www.businessinsider.com/instagram-photos-extreme-bloating-fodmap-diet-2017-12,2,yes,evergreen stories pull 2026-06-09T1228,yes,2017-12-15,A body builder's side-by-side photos show how her stomach can go from extreme bloating to flat in minutes — here's what's going on,A body builder's side-by-side photos show how her stomach can go from extreme bloating to flat in minutes — here's what's going on,22,,Transformation Story|Bodybuilding|Health|bloating|Instagram|Diet,Transformation Story|Bodybuilding|Health|bloating|Instagram|Diet,headline + source tags,high,Transformation Story,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,45,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
266,https://www.businessinsider.com/amtrak-food-review-cafe-car-menu-prices-photos-2022-9,https://www.businessinsider.com/amtrak-food-review-cafe-car-menu-prices-photos-2022-9,https://www.businessinsider.com/amtrak-food-review-cafe-car-menu-prices-photos-2022-9,1,no,evergreen stories pull 2026-06-09T1228,yes,2022-09-12,I ate my way through Amtrak's cafe-car menu during a 74-hour ride in coach. Here's what it was like.,I ate my way through Amtrak's cafe-car menu during a 74-hour ride in coach. Here's what it was like.,19,Lifestyle Freelance,Train|Trains|Features|Food|taste test|review|Evergreen story|Amtrak|Freelancer,Train|Trains|Food|taste test|Amtrak,headline + source tags,high,Train,topic,,,travel_and_transportation,travel and transportation,Travel disruption,Travel disruption and traveler experience,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in travel and transportation coverage",current development,How the disruption changes the trip or travel experience.,event lead,"The stake is whether the disruption changes the trip, schedule, or traveler experience.",Specific,reporting,travelers and commuters,"Lead with the event, then make the consequence visible.",travel disruption and trip reliability,flight|airport|airline|cruise|trip|travel,,65,"Use when the query is about flights, airports, disruptions, cruise behavior, or transport problems. Anchor: travel disruption and trip reliability."
267,https://www.businessinsider.com/trader-joes-wraps-sandwiches-ranked-worst-to-best-2025-4,https://www.businessinsider.com/trader-joes-wraps-sandwiches-ranked-worst-to-best-2025-4,https://www.businessinsider.com/trader-joes-wraps-sandwiches-ranked-worst-to-best-2025-4,1,no,evergreen stories pull 2026-06-09T1228,yes,2026-05-11,I tried 8 wraps and sandwiches from Trader Joe's and ranked them from worst to best,I tried 8 wraps and sandwiches from Trader Joe's and ranked them from worst to best,16,Partnerships,Trader Joe's|Trader Joe's foods|wraps|Sandwiches|Sandwich|Ranking,Trader Joe's|Trader Joe's foods|wraps|Sandwiches|Sandwich|Ranking,headline + source tags,medium,Trader Joe's,topic,,,other,other,Utility payoff,A news development with reader consequences,utility / decision-aid framing,"Give the reader a direct payoff, shortcut, or recommendation.",Guide / service,"Helpful, practical, direct","Broad, reusable",utility,"A quick, practical answer the reader can use.",service promise,The stake is whether the reader can use the information immediately.,Moderately specific,mixed,general news readers,"Promise a direct payoff, deliver it early, and make the reader's next step obvious.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
268,https://www.businessinsider.com/that-70s-show-cast-real-ages-versus-characters-2023-8,https://www.businessinsider.com/that-70s-show-cast-real-ages-versus-characters-2023-8,https://www.businessinsider.com/that-70s-show-cast-real-ages-versus-characters-2023-8,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-08-23,How old the stars of 'That '70s Show' were compared to their characters' ages,How old the stars of 'That '70s Show' were compared to their characters' ages,14,Entertainment Team,Topher Grace|Mila Kunis|TV|Features|Ashton Kutcher|That '70s Show,Topher Grace|Mila Kunis|TV|Ashton Kutcher|That '70s Show,headline + source tags,high,Topher Grace,topic,,,entertainment_and_culture,entertainment and culture,Comparison tradeoff,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,A clear comparison that helps the reader choose.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
269,https://www.businessinsider.com/titanic-famous-survivors-victims-2018-4,https://www.businessinsider.com/titanic-famous-survivors-victims-2018-4,https://www.businessinsider.com/titanic-famous-survivors-victims-2018-4,2,yes,evergreen stories pull 2026-06-09T1228,yes,2026-04-15,12 famous people who died on the Titanic — and 11 who survived,12 famous people who died on the Titanic — and 11 who survived,12,Business News|Partnerships,Titanic|Survivor|Astor,Titanic|Survivor|Astor,headline + source tags,high,Titanic,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
270,https://www.businessinsider.com/airtable-review-guide-app-walkthrough-spreadsheets-tables-blocks-2018-3,https://www.businessinsider.com/airtable-review-guide-app-walkthrough-spreadsheets-tables-blocks-2018-3,https://www.businessinsider.com/airtable-review-guide-app-walkthrough-spreadsheets-tables-blocks-2018-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2018-03-28,"Here’s how to use Airtable, the user-friendly spreadsheet app that’s taking Silicon Valley by storm","Here’s how to use Airtable, the user-friendly spreadsheet app that’s taking Silicon Valley by storm",17,,Tips and tricks|Apps|WeWork|Speadsheets|Organization|Guides|Data management|Tesla|Enterprise|Airtable|Tables|CRM|Walkthroughs|Data,Tips and tricks|Apps|WeWork|Speadsheets|Organization|Guides|Data management|Tesla|Enterprise|Airtable|Tables|CRM|Walkthroughs|Data,headline + source tags,high,X,organization,organizational_actor,,electric_vehicles_and_transport,electric vehicles and transport,Utility payoff,X coverage and related stakes,utility / decision-aid framing,"Give the reader a direct payoff, shortcut, or recommendation.",Guide / service,"Helpful, practical, direct","Broad, especially strong in EV and transport coverage",utility,"A quick, practical answer the reader can use.",service promise,The stake is whether the reader can use the information immediately.,Specific,mixed,EV and transport readers,"Promise a direct payoff, deliver it early, and make the reader's next step obvious.",X coverage,X|business|story|trend,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: X coverage.
271,https://www.businessinsider.com/ben-and-zara-tiktok-dances-father-daughter-2022-8,https://www.businessinsider.com/ben-and-zara-tiktok-dances-father-daughter-2022-8,https://www.businessinsider.com/ben-and-zara-tiktok-dances-father-daughter-2022-8,1,no,evergreen stories pull 2026-06-09T1228,yes,2022-08-27,7-year-old Zara has millions of TikTok followers thanks to her hugely popular lip-syncing videos. But raising a child influencer has its challenges.,7-year-old Zara has millions of TikTok followers thanks to her hugely popular lip-syncing videos. But raising a child influencer has its challenges.,22,,TikTok|Viral|Children|Parenting|Digital Culture|Influencers,TikTok|Viral|Children|Parenting|Digital Culture|Influencers,headline + source tags,high,TikTok,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
272,https://www.businessinsider.com/mcdonalds-dinner-box-review-fail-not-worth-it-2024-4,https://www.businessinsider.com/mcdonalds-dinner-box-review-fail-not-worth-it-2024-4,https://www.businessinsider.com/mcdonalds-dinner-box-review-fail-not-worth-it-2024-4,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-04-10,I tried to order my family the viral $12 'dinner box' at McDonald's. I'm never trying it again — but you might get lucky.,I tried to order my family the viral $12 'dinner box' at McDonald's. I'm never trying it again — but you might get lucky.,23,Lifestyle Freelance,TikTok|Freelancer|Fast Food|review|freelancer-le|McDonalds,TikTok|Fast Food|McDonalds,headline + source tags,high,TikTok,topic,,,food_and_consumer_habits,food and consumer habits,Current development,Food behavior and consumer habits,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in food and consumer coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,food and consumer readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
273,https://www.businessinsider.com/mikayla-nogueira-background-controversy-feud-mascara-2023-1,https://www.businessinsider.com/mikayla-nogueira-background-controversy-feud-mascara-2023-1,https://www.businessinsider.com/mikayla-nogueira-background-controversy-feud-mascara-2023-1,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-07-20,"Inside the meteoric rise of Mikayla Nogueira, the TikTok mega-influencer whose reputation for authenticity may soon come crashing down","Inside the meteoric rise of Mikayla Nogueira, the TikTok mega-influencer whose reputation for authenticity may soon come crashing down",19,Life Digital Culture|UK Health and Business Contributors,TikTok|Features|beauty influencers|Makeup|Digital Culture|Mikayla Nogueira,TikTok|beauty influencers|Makeup|Digital Culture|Mikayla Nogueira,headline + source tags,high,TikTok,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Highly specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
274,https://www.businessinsider.com/acquired-tick-resistance-why-some-people-immune-to-ticks-2023-6,https://www.businessinsider.com/acquired-tick-resistance-why-some-people-immune-to-ticks-2023-6,https://www.businessinsider.com/acquired-tick-resistance-why-some-people-immune-to-ticks-2023-6,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-06-03,Ticks die when they bite him. This man's immunity to ticks could pave the way for a tick vaccine.,Ticks die when they bite him. This man's immunity to ticks could pave the way for a tick vaccine.,19,Video,Ticks|science-freelance|Bacteria|Viruses|Vaccines|Immunity|Lyme Disease|Climate Change,Ticks|science-freelance|Bacteria|Viruses|Vaccines|Immunity|Lyme Disease|Climate Change,headline + source tags,high,Ticks,topic,,,science_and_research,science and research,Current development,Scientific development and its implications,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in science and innovation coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,readers following science and innovation,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
275,https://www.businessinsider.com/signs-to-cut-off-ties-go-no-contact-family-estrangement-2023-10,https://www.businessinsider.com/signs-to-cut-off-ties-go-no-contact-family-estrangement-2023-10,https://www.businessinsider.com/signs-to-cut-off-ties-go-no-contact-family-estrangement-2023-10,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-10-24,"7 signs it could be time to cut off contact with a family member, according to a psychologist","7 signs it could be time to cut off contact with a family member, according to a psychologist",18,Health and Healthcare,Therapy|Psychology|estrangement|emotional abuse|emotionally immature|Families|boundaries,Therapy|Psychology|estrangement|emotional abuse|emotionally immature|Families|boundaries,headline + source tags,high,Therapy,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
276,https://www.businessinsider.com/elizabeth-holmes-theranos-everything-about-fiance-william-billy-evans-2019-3,https://www.businessinsider.com/elizabeth-holmes-theranos-everything-about-fiance-william-billy-evans-2019-3,https://www.businessinsider.com/elizabeth-holmes-theranos-everything-about-fiance-william-billy-evans-2019-3,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-03-30,"Theranos founder Elizabeth Holmes is engaged and living in a luxury apartment with her hotel-heir fiancé, William 'Billy' Evans","Theranos founder Elizabeth Holmes is engaged and living in a luxury apartment with her hotel-heir fiancé, William 'Billy' Evans",19,Tech Insider,Theranos|Engagement|Elizabeth Holmes|BI Graphics|Features,Theranos|Engagement|Elizabeth Holmes,headline + source tags,high,Theranos,topic,,,real_estate_and_housing,real estate and housing,Relocation tradeoff,Housing costs and relocation decisions,housing / relocation tradeoff framing,Use a move or housing decision to surface the hidden tradeoff.,Feature / report,"Reflective, comparative, tradeoff-oriented","Broad, especially strong in housing and relocation coverage",housing tradeoff,How the move or housing choice changes the tradeoff.,before/after,"The stake is whether moving or staying changes quality of life, cost, and long-term plans.",Specific,reporting,people tracking housing and relocation,Use the move or home decision to surface the hidden tradeoff.,housing costs and relocation,housing|rent|relocation|home|property|assisted living,,55,"Use when the query is about housing costs, relocation, renting, or property tradeoffs. Anchor: housing costs and relocation."
277,https://www.businessinsider.com/a-little-life-meet-the-cast-of-new-west-end-adaptation-2022-11,https://www.businessinsider.com/a-little-life-meet-the-cast-of-new-west-end-adaptation-2022-11,https://www.businessinsider.com/a-little-life-meet-the-cast-of-new-west-end-adaptation-2022-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2022-11-23,'A Little Life' is heading to the London stage with an all-star cast featuring 'Bridgerton' and 'Little Women' actors. See who they're playing here.,'A Little Life' is heading to the London stage with an all-star cast featuring 'Bridgerton' and 'Little Women' actors. See who they're playing here.,24,UK Weekends,Theatre|Features|LGBTQ,Theatre|LGBTQ,headline + source tags,high,Theatre,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
278,https://www.businessinsider.com/sunday-times-rich-list-2017-aristocrats-that-are-richer-than-the-queen-by-net-worth-2017-5,https://www.businessinsider.com/sunday-times-rich-list-2017-aristocrats-that-are-richer-than-the-queen-by-net-worth-2017-5,https://www.businessinsider.com/sunday-times-rich-list-2017-aristocrats-that-are-richer-than-the-queen-by-net-worth-2017-5,2,yes,evergreen stories pull 2026-06-09T1228,yes,2017-05-11,The 15 aristocrats who are richer than the Queen,The 15 aristocrats who are richer than the Queen,9,,The Queen's Wealth|Rich List|Sunday Times Rich List|Richest Aristocrats|Hugh Grosvenor|Features|Duke of Westminster|Lord Rothschild|The Queen,The Queen's Wealth|Rich List|Sunday Times Rich List|Richest Aristocrats|Hugh Grosvenor|Duke of Westminster|Lord Rothschild|The Queen,headline + source tags,high,The Queen's Wealth,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
279,https://www.businessinsider.com/lord-of-the-rings-cast-salaries-pay-2024-9,https://www.businessinsider.com/lord-of-the-rings-cast-salaries-pay-2024-9,https://www.businessinsider.com/lord-of-the-rings-cast-salaries-pay-2024-9,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-09-17,'The Lord of The Rings' made almost $3 billion at the box office — so you might be surprised by how much its actors got paid,'The Lord of The Rings' made almost $3 billion at the box office — so you might be surprised by how much its actors got paid,25,UK Health and Entertainment,The Lord of the Rings|Cate Blanchett|Sir Ian McKellen|Lord of the Rings|Elijah Wood|Orlando Bloom|Sean Astin,The Lord of the Rings|Cate Blanchett|Sir Ian McKellen|Lord of the Rings|Elijah Wood|Orlando Bloom|Sean Astin,headline + source tags,high,The Lord of the Rings,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
280,https://www.businessinsider.com/circle-of-life-english-translation-lion-king-2016-7,https://www.businessinsider.com/circle-of-life-english-translation-lion-king-2016-7,https://www.businessinsider.com/circle-of-life-english-translation-lion-king-2016-7,1,no,evergreen stories pull 2026-06-09T1228,yes,2018-01-22,Bet you had no idea what the words mean in the 'Lion King' intro song,Bet you had no idea what the words mean in the 'Lion King' intro song,15,National,The Lion King|Movies|Music|The Circle of Life|Disney,The Lion King|Movies|Music|The Circle of Life|Disney,headline + source tags,high,The Lion King,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
281,https://www.businessinsider.com/natalia-grace-parents-where-are-michael-kristine-barnett-now-2024-1,https://www.businessinsider.com/natalia-grace-parents-where-are-michael-kristine-barnett-now-2024-1,https://www.businessinsider.com/natalia-grace-parents-where-are-michael-kristine-barnett-now-2024-1,1,no,evergreen stories pull 2026-06-09T1228,yes,2025-05-01,Ukrainian orphan Natalia Grace's adoptive parents accused her of being an adult who was posing as a child. Here's where Kristine and Michael Barnett are now.,Ukrainian orphan Natalia Grace's adoptive parents accused her of being an adult who was posing as a child. Here's where Kristine and Michael Barnett are now.,26,Entertainment Team,The Curious Case of Natalia Grace|Natalia Barnett|michael barnett|kristine barnett|Documentary,The Curious Case of Natalia Grace|Natalia Barnett|michael barnett|kristine barnett|Documentary,headline + source tags,high,The Curious Case of Natalia Grace,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
282,https://www.businessinsider.com/natalia-speaks-ending-explained-natalia-grace-new-parents-antwon-cynthia-mans-2024-1,https://www.businessinsider.com/natalia-speaks-ending-explained-natalia-grace-new-parents-antwon-cynthia-mans-2024-1,https://www.businessinsider.com/natalia-speaks-ending-explained-natalia-grace-new-parents-antwon-cynthia-mans-2024-1,1,no,evergreen stories pull 2026-06-09T1228,yes,2025-05-01,What happened between Natalia Grace and the Mans family? She no longer lives with her second set of adoptive parents,What happened between Natalia Grace and the Mans family? She no longer lives with her second set of adoptive parents,20,Entertainment Team,The Curious Case of Natalia Grace|Antwon Mans|Cynthia Mans|The Mans Family|natalia grace|Natalia Barnett|Documentary|Television,The Curious Case of Natalia Grace|Antwon Mans|Cynthia Mans|The Mans Family|natalia grace|Natalia Barnett|Documentary|Television,headline + source tags,high,The Curious Case of Natalia Grace,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
283,https://www.businessinsider.com/rebel-wilson-sacha-baron-cohen-drama-timeline-what-happened-2024-3,https://www.businessinsider.com/rebel-wilson-sacha-baron-cohen-drama-timeline-what-happened-2024-3,https://www.businessinsider.com/rebel-wilson-sacha-baron-cohen-drama-timeline-what-happened-2024-3,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-04-29,Rebel Wilson's allegations against Sacha Baron Cohen in her memoir are crossed out in UK copies. Here's a timeline of their feud.,Rebel Wilson's allegations against Sacha Baron Cohen in her memoir are crossed out in UK copies. Here's a timeline of their feud.,22,Entertainment Team|UK Health and Entertainment,The Brothers Grimsby|Celebrity|Partner Story|Sacha Baron Cohen|Rebel Wilson,The Brothers Grimsby|Celebrity|Partner Story|Sacha Baron Cohen|Rebel Wilson,headline + source tags,high,The Brothers Grimsby,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Highly specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,40,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
